Accident_ID,District,Police_Station,Accident_DateTime,Latitude,Longitude,Road_Name,Road_Classification,Severity,No_of_Vehicles,Drivers_Killed,Drivers_Grievous_Injury,Drivers_Minor_Injury,Passengers_Killed,Passengers_Grievous_Injury,Passengers_Minor_Injury,Pedestrians_Killed,Pedestrians_Grievous_Injury,Pedestrians_Minor_Injury,Collision_Type,Collision_Feature,Weather_Condition,Light_Condition,Visibility,Traffic_Violation,Date,Year,Month,Hour,DayOfWeek,Month_Name,Severity_Score,Total_Killed,Total_Injured,Time_Category,DBSCAN_Cluster
ACC00816,Rajkot,Rajkot Central PS,2024-11-26 00:26:00,21.049134,72.66318,NH-8,Urban Road,Grievous,2,0,1,2,0,1,0,0,0,1,Head-On,Junction/Intersection,Cloudy,Dawn/Dusk,Poor,Overloading,2024-11-26,2024,11,0,Tuesday,Nov,2,0,5,Night,68
ACC00817,Rajkot,Kalawad PS,2023-09-29 08:27:00,20.114064,68.486849,SH-41,Urban Road,Minor,3,0,0,1,0,0,1,0,0,1,Head-On,Speed Breaker,Foggy,Night - Street Light On,Unknown,Drunk Driving,2023-09-29,2023,9,8,Friday,Sep,1,0,3,Morning,100
ACC00818,Vadodara,Manjalpur PS,2021-01-29 15:50:00,20.400357,70.010133,SH-6,Rural Road,Grievous,2,0,1,1,0,0,1,0,0,0,Hit & Run,Flyover,Foggy,Dawn/Dusk,Unknown,Mobile Phone Use,2021-01-29,2021,1,15,Friday,Jan,2,0,3,Afternoon,24
ACC00819,Mehsana,Kadi PS,2022-03-25 17:32:00,20.765584,70.436255,SH-14,State Highway,Grievous,0,0,1,2,0,1,0,0,0,1,Single Vehicle,Flyover,Unknown,Night - No Street Light,Unknown,Over Speeding,2022-03-25,2022,3,17,Friday,Mar,2,0,5,Afternoon,39
ACC00820,Junagadh,Manavadar PS,2024-03-22 16:58:00,22.386369,69.039307,NH-48,Rural Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Flyover,Hazy,Dawn/Dusk,Poor,Over Speeding,2024-03-22,2024,3,16,Friday,Mar,0,0,0,Afternoon,14
ACC00821,Rajkot,Mavdi PS,2021-08-11 23:19:00,22.054304,69.813232,SH-6,District Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Flyover,Hazy,Night - No Street Light,Good,No Seatbelt,2021-08-11,2021,8,23,Wednesday,Aug,0,0,0,Night,1
ACC00822,Bhavnagar,Sihor PS,2022-05-17 10:02:00,21.741651,71.454662,Bypass Road,District Road,Minor,2,0,0,1,0,0,1,0,0,0,Rear-End,Speed Breaker,Clear,Daylight,Good,Unknown,2022-05-17,2022,5,10,Tuesday,May,1,0,2,Morning,2
ACC00823,Rajkot,Kalawad PS,2023-04-25 17:47:00,23.232419,70.880071,NH-53,National Highway,Minor,1,0,0,3,0,0,1,0,0,0,Rear-End,Curve,Foggy,Daylight,Good,Mobile Phone Use,2023-04-25,2023,4,17,Tuesday,Apr,1,0,4,Afternoon,9
ACC00824,Gandhinagar,Dehgam PS,2023-07-11 06:05:00,21.188864,73.17412,NH-8,National Highway,Damage Only,0,0,0,0,0,0,0,0,0,0,Rollover,Pothole Area,Rainy,Daylight,Unknown,Mobile Phone Use,2023-07-11,2023,7,6,Tuesday,Jul,0,0,0,Morning,19
ACC00825,Surat,Adajan PS,2022-03-20 13:56:00,20.508067,73.92631,SH-14,Urban Road,Minor,1,0,0,3,0,0,2,0,0,0,Head-On,Junction/Intersection,Foggy,Dawn/Dusk,Moderate,Over Speeding,2022-03-20,2022,3,13,Sunday,Mar,1,0,5,Afternoon,65
ACC00826,Gandhinagar,Sector 7 PS,2021-12-19 05:14:00,23.469225,69.417147,NH-53,National Highway,Grievous,1,0,3,2,0,1,0,0,1,1,Side Impact,Pothole Area,Cloudy,Night - Street Light On,Moderate,Over Speeding,2021-12-19,2021,12,5,Sunday,Dec,2,0,8,Night,50
ACC00828,Junagadh,Manavadar PS,2024-10-18 16:57:00,24.235285,74.301767,Bypass Road,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Rear-End,Speed Breaker,Hazy,Night - Street Light On,Unknown,No Seatbelt,2024-10-18,2024,10,16,Friday,Oct,0,0,0,Afternoon,103
ACC00829,Bhavnagar,Palitana PS,2022-07-26 10:16:00,24.36058,73.364429,SH-6,District Road,Grievous,1,0,1,2,0,0,0,0,1,0,Hit & Run,Flyover,Hazy,Dawn/Dusk,Good,Unknown,2022-07-26,2022,7,10,Tuesday,Jul,2,0,4,Morning,8
ACC00830,Anand,Petlad PS,2024-12-30 23:52:00,22.48259,69.560343,NH-53,State Highway,Minor,1,0,0,2,0,0,2,0,0,0,Rear-End,Speed Breaker,Hazy,Daylight,Moderate,Unknown,2024-12-30,2024,12,23,Monday,Dec,1,0,4,Night,31
ACC00831,Gandhinagar,Mansa PS,2022-11-12 17:08:00,20.302485,73.378779,NH-53,District Road,Minor,4,0,0,1,0,0,1,0,0,0,Pedestrian Hit,Pothole Area,Unknown,Daylight,Moderate,Unknown,2022-11-12,2022,11,17,Saturday,Nov,1,0,2,Afternoon,72
ACC00832,Bharuch,Vagra PS,2021-12-04 21:17:00,21.653335,68.172637,NH-48,Rural Road,Minor,2,0,0,3,0,0,2,0,0,0,Pedestrian Hit,Straight Road,Unknown,Daylight,Good,No Helmet,2021-12-04,2021,12,21,Saturday,Dec,1,0,5,Evening,85
ACC00833,Ahmedabad,Maninagar PS,2023-09-12 03:28:00,22.579544,73.061034,Expressway,Rural Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Rollover,Unknown,Rainy,Night - No Street Light,Poor,No Seatbelt,2023-09-12,2023,9,3,Tuesday,Sep,0,0,0,Night,-1
ACC00834,Junagadh,Veraval PS,2022-08-22 08:10:00,23.838723,71.731226,Bypass Road,State Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Side Impact,Flyover,Clear,Night - Street Light On,Moderate,Mobile Phone Use,2022-08-22,2022,8,8,Monday,Aug,0,0,0,Morning,7
ACC00835,Bharuch,Vagra PS,2023-08-19 01:32:00,20.220756,68.117612,SH-14,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Rear-End,Pothole Area,Foggy,Daylight,Poor,Unknown,2023-08-19,2023,8,1,Saturday,Aug,0,0,0,Night,-1
ACC00836,Junagadh,Keshod PS,2023-04-10 12:36:00,21.999673,71.3236,SH-20,State Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Side Impact,Junction/Intersection,Foggy,Night - Street Light On,Unknown,Over Speeding,2023-04-10,2023,4,12,Monday,Apr,0,0,0,Afternoon,32
ACC00837,Mehsana,Mehsana City PS,2023-04-13 06:15:00,24.037718,71.993974,NH-8,Urban Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Head-On,Flyover,Unknown,Night - Street Light On,Moderate,Drunk Driving,2023-04-13,2023,4,6,Thursday,Apr,0,0,0,Morning,7
ACC00838,Gandhinagar,Sector 21 PS,2021-09-08 12:16:00,20.671616,71.434525,NH-48,Urban Road,Grievous,2,0,1,2,0,2,1,0,0,0,Side Impact,Junction/Intersection,Unknown,Night - Street Light On,Unknown,Overloading,2021-09-08,2021,9,12,Wednesday,Sep,2,0,6,Afternoon,0
ACC00839,Anand,Khambhat PS,2022-05-12 04:43:00,23.304565,69.959452,NH-53,National Highway,Minor,2,0,0,1,0,0,0,0,0,1,Rollover,Pothole Area,Unknown,Night - No Street Light,Unknown,Mobile Phone Use,2022-05-12,2022,5,4,Thursday,May,1,0,2,Night,9
ACC00840,Vadodara,Waghodiya PS,2023-12-19 13:13:00,24.519559,71.010381,NH-48,National Highway,Minor,3,0,0,1,0,0,0,0,0,1,Pedestrian Hit,Pothole Area,Cloudy,Night - Street Light On,Poor,No Helmet,2023-12-19,2023,12,13,Tuesday,Dec,1,0,2,Afternoon,-1
ACC00841,Rajkot,Kalavad Road PS,2022-11-28 17:43:00,20.981691,72.694252,City Road,State Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Head-On,Junction/Intersection,Cloudy,Night - No Street Light,Poor,Unknown,2022-11-28,2022,11,17,Monday,Nov,0,0,0,Afternoon,68
ACC00842,Rajkot,Rajkot Central PS,2023-01-25 07:35:00,22.486236,69.835229,Expressway,District Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Rear-End,Flyover,Unknown,Daylight,Poor,Over Speeding,2023-01-25,2023,1,7,Wednesday,Jan,0,0,0,Morning,-1
ACC00843,Surat,Varachha PS,2022-05-05 06:58:00,24.560767,69.324272,Airport Road,National Highway,Damage Only,0,0,0,0,0,0,0,0,0,0,Side Impact,Pothole Area,Clear,Dawn/Dusk,Moderate,Signal Jumping,2022-05-05,2022,5,6,Thursday,May,0,0,0,Morning,4
ACC00844,Ahmedabad,Naranpura PS,2024-12-27 19:29:00,23.417758,71.529581,Industrial Road,Rural Road,Minor,2,0,0,2,0,0,2,0,0,1,Rear-End,Straight Road,Unknown,Night - Street Light On,Unknown,Wrong Side Driving,2024-12-27,2024,12,19,Friday,Dec,1,0,5,Evening,11
ACC00845,Rajkot,Rajkot Central PS,2023-04-13 01:46:00,20.48578,72.896528,Bypass Road,District Road,Minor,1,0,0,1,0,0,0,0,0,0,Pedestrian Hit,Bridge,Clear,Dawn/Dusk,Unknown,Unknown,2023-04-13,2023,4,1,Thursday,Apr,1,0,1,Night,36
ACC00846,Surat,Udhna PS,2024-04-15 03:21:00,20.615267,71.862339,NH-48,National Highway,Minor,1,0,0,3,0,0,1,0,0,0,Rear-End,Junction/Intersection,Cloudy,Dawn/Dusk,Poor,Mobile Phone Use,2024-04-15,2024,4,3,Monday,Apr,1,0,4,Night,10
ACC00847,Bhavnagar,Sihor PS,2023-03-14 11:39:00,20.716061,70.060735,NH-27,State Highway,Fatal,3,0,1,1,0,2,0,1,1,0,Pedestrian Hit,Speed Breaker,Unknown,Night - No Street Light,Good,Unknown,2023-03-14,2023,3,11,Tuesday,Mar,3,1,5,Morning,24
ACC00848,Rajkot,Mavdi PS,2021-11-19 06:38:00,20.780259,69.832624,SH-20,State Highway,Fatal,4,2,1,0,0,1,0,1,1,1,Hit & Run,Junction/Intersection,Clear,Night - No Street Light,Moderate,Unknown,2021-11-19,2021,11,6,Friday,Nov,3,3,4,Morning,95
ACC00849,Anand,Anand City PS,2023-11-30 22:06:00,20.692418,68.213204,NH-48,National Highway,Fatal,4,2,0,1,0,1,2,0,1,0,Rear-End,Straight Road,Hazy,Night - Street Light On,Poor,No Seatbelt,2023-11-30,2023,11,22,Thursday,Nov,3,2,5,Night,102
ACC00850,Rajkot,Rajkot Central PS,2021-12-26 06:16:00,21.736659,71.307178,NH-53,Rural Road,Minor,2,0,0,3,0,0,0,0,0,1,Hit & Run,Bridge,Unknown,Dawn/Dusk,Unknown,Unknown,2021-12-26,2021,12,6,Sunday,Dec,1,0,4,Morning,-1
ACC00851,Gandhinagar,Sector 21 PS,2021-08-26 07:19:00,20.122811,70.918809,SH-6,Rural Road,Minor,2,0,0,1,0,0,2,0,0,1,Side Impact,Bridge,Unknown,Night - Street Light On,Unknown,Over Speeding,2021-08-26,2021,8,7,Thursday,Aug,1,0,4,Morning,-1
ACC00853,Gandhinagar,Dehgam PS,2021-12-06 12:48:00,22.734822,70.750649,Industrial Road,State Highway,Fatal,3,0,2,1,2,0,2,1,1,0,Rollover,Flyover,Unknown,Night - No Street Light,Unknown,Drunk Driving,2021-12-06,2021,12,12,Monday,Dec,3,3,6,Afternoon,-1
ACC00854,Bhavnagar,Bhavnagar City PS,2022-08-26 00:49:00,21.524129,74.241579,SH-6,District Road,Grievous,4,0,3,1,0,0,2,0,0,1,Rear-End,Straight Road,Rainy,Night - Street Light On,Poor,Signal Jumping,2022-08-26,2022,8,0,Friday,Aug,2,0,7,Night,83
ACC00855,Junagadh,Porbandar PS,2021-11-14 12:40:00,23.613441,68.292278,Bypass Road,District Road,Minor,3,0,0,3,0,0,0,0,0,0,Rear-End,Junction/Intersection,Hazy,Night - Street Light On,Moderate,No Helmet,2021-11-14,2021,11,12,Sunday,Nov,1,0,3,Afternoon,16
ACC00856,Junagadh,Junagadh City PS,2022-08-07 00:57:00,21.974372,74.284068,Expressway,National Highway,Fatal,3,2,2,1,2,0,1,0,1,1,Rollover,Junction/Intersection,Clear,Night - Street Light On,Unknown,Unknown,2022-08-07,2022,8,0,Sunday,Aug,3,4,6,Night,41
ACC00857,Bharuch,Vagra PS,2024-07-14 02:59:00,20.168692,70.783509,City Road,Urban Road,Minor,3,0,0,1,0,0,1,0,0,1,Pedestrian Hit,Curve,Rainy,Night - No Street Light,Poor,Drunk Driving,2024-07-14,2024,7,2,Sunday,Jul,1,0,3,Night,-1
ACC00858,Junagadh,Keshod PS,2022-05-08 18:50:00,24.008912,73.763662,SH-41,National Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Head-On,Curve,Cloudy,Night - Street Light On,Good,Over Speeding,2022-05-08,2022,5,18,Sunday,May,0,0,0,Evening,58
ACC00859,Bhavnagar,Palitana PS,2023-03-09 02:03:00,24.606393,69.37297,NH-27,National Highway,Minor,4,0,0,3,0,0,0,0,0,1,Single Vehicle,Speed Breaker,Foggy,Daylight,Good,Drunk Driving,2023-03-09,2023,3,2,Thursday,Mar,1,0,4,Night,4
ACC00860,Ahmedabad,Chandkheda PS,2024-07-13 19:04:00,21.578407,72.974022,SH-41,Rural Road,Grievous,2,0,3,0,0,0,1,0,1,1,Single Vehicle,Flyover,Hazy,Dawn/Dusk,Unknown,Unknown,2024-07-13,2024,7,19,Saturday,Jul,2,0,6,Evening,19
ACC00861,Surat,Adajan PS,2023-06-22 14:38:00,20.846637,70.928858,NH-53,National Highway,Fatal,1,2,1,1,0,0,0,1,1,0,Single Vehicle,Flyover,Cloudy,Night - Street Light On,Moderate,No Helmet,2023-06-22,2023,6,14,Thursday,Jun,3,3,3,Afternoon,-1
ACC00862,Surat,Adajan PS,2023-12-10 21:34:00,24.563366,70.959359,NH-27,State Highway,Fatal,4,0,0,1,1,0,0,0,0,0,Rear-End,Junction/Intersection,Foggy,Night - Street Light On,Moderate,No Helmet,2023-12-10,2023,12,21,Sunday,Dec,3,1,1,Evening,-1
ACC00863,Bhavnagar,Sihor PS,2021-01-01 12:07:00,22.040738,74.271129,SH-20,Urban Road,Fatal,2,0,1,1,1,2,1,0,0,0,Rear-End,Speed Breaker,Hazy,Night - No Street Light,Unknown,Drunk Driving,2021-01-01,2021,1,12,Friday,Jan,3,1,5,Afternoon,41
ACC00864,Bhavnagar,Talaja PS,2021-04-08 04:55:00,22.447236,68.695452,SH-14,District Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Curve,Cloudy,Night - Street Light On,Poor,Drunk Driving,2021-04-08,2021,4,4,Thursday,Apr,0,0,0,Night,15
ACC00865,Mehsana,Patan PS,2021-08-10 04:57:00,23.738309,69.173005,NH-53,Urban Road,Minor,2,0,0,1,0,0,2,0,0,0,Head-On,Unknown,Rainy,Daylight,Unknown,Unknown,2021-08-10,2021,8,4,Tuesday,Aug,1,0,3,Night,50
ACC00866,Gandhinagar,Dehgam PS,2023-05-10 05:36:00,23.478921,72.70674,Industrial Road,State Highway,Minor,0,0,0,3,0,0,2,0,0,1,Hit & Run,Bridge,Rainy,Night - Street Light On,Good,Unknown,2023-05-10,2023,5,5,Wednesday,May,1,0,6,Night,77
ACC00867,Anand,Anand City PS,2022-11-25 07:36:00,24.51493,73.049328,Industrial Road,District Road,Minor,1,0,0,2,0,0,1,0,0,0,Rollover,Bridge,Cloudy,Daylight,Unknown,Overloading,2022-11-25,2022,11,7,Friday,Nov,1,0,3,Morning,-1
ACC00868,Anand,Petlad PS,2021-10-28 00:23:00,21.830137,72.251136,NH-53,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Rear-End,Junction/Intersection,Foggy,Night - Street Light On,Good,No Seatbelt,2021-10-28,2021,10,0,Thursday,Oct,0,0,0,Night,-1
ACC00869,Surat,Varachha PS,2024-01-10 14:59:00,21.31858,72.714685,Airport Road,State Highway,Grievous,4,0,3,1,0,2,0,0,0,1,Single Vehicle,Curve,Clear,Night - Street Light On,Poor,Unknown,2024-01-10,2024,1,14,Wednesday,Jan,2,0,7,Afternoon,19
ACC00870,Anand,Petlad PS,2024-06-01 17:18:00,24.093157,68.899307,NH-48,State Highway,Minor,3,0,0,3,0,0,1,0,0,0,Pedestrian Hit,Straight Road,Hazy,Night - Street Light On,Unknown,Unknown,2024-06-01,2024,6,17,Saturday,Jun,1,0,4,Afternoon,104
ACC00871,Gandhinagar,Dehgam PS,2022-11-23 23:39:00,22.995774,69.886465,Bypass Road,Urban Road,Minor,2,0,0,1,0,0,2,0,0,0,Single Vehicle,Bridge,Clear,Dawn/Dusk,Good,No Helmet,2022-11-23,2022,11,23,Wednesday,Nov,1,0,3,Night,51
ACC00872,Mehsana,Kadi PS,2023-09-06 06:34:00,23.120943,71.978172,SH-14,Urban Road,Fatal,4,1,2,1,2,2,1,0,0,0,Hit & Run,Speed Breaker,Clear,Dawn/Dusk,Unknown,Unknown,2023-09-06,2023,9,6,Wednesday,Sep,3,3,6,Morning,3
ACC00873,Bharuch,Amod PS,2024-03-27 06:31:00,20.275628,70.104999,Airport Road,State Highway,Minor,3,0,0,1,0,0,2,0,0,1,Head-On,Curve,Unknown,Night - Street Light On,Poor,Over Speeding,2024-03-27,2024,3,6,Wednesday,Mar,1,0,4,Morning,24
ACC00874,Anand,Borsad PS,2024-06-22 10:43:00,20.276253,69.157894,Airport Road,National Highway,Grievous,0,0,3,1,0,0,1,0,1,0,Rear-End,Junction/Intersection,Foggy,Night - No Street Light,Poor,Signal Jumping,2024-06-22,2024,6,10,Saturday,Jun,2,0,6,Morning,107
ACC00875,Bhavnagar,Talaja PS,2022-01-16 20:15:00,20.71225,71.729135,SH-14,Urban Road,Fatal,4,0,0,1,1,1,2,0,0,1,Pedestrian Hit,Flyover,Rainy,Night - Street Light On,Good,No Helmet,2022-01-16,2022,1,20,Sunday,Jan,3,1,5,Evening,-1
ACC00876,Bharuch,Vagra PS,2021-12-10 18:10:00,22.809971,69.500304,Airport Road,District Road,Grievous,4,0,2,1,0,2,0,0,1,1,Rollover,Junction/Intersection,Clear,Night - Street Light On,Good,Unknown,2021-12-10,2021,12,18,Friday,Dec,2,0,7,Evening,22
ACC00877,Anand,Petlad PS,2022-10-27 00:39:00,22.343735,73.296631,SH-6,National Highway,Grievous,4,0,0,2,0,0,0,0,1,0,Head-On,Pothole Area,Hazy,Daylight,Good,Drunk Driving,2022-10-27,2022,10,0,Thursday,Oct,2,0,3,Night,-1
ACC00878,Bhavnagar,Sihor PS,2022-07-06 01:05:00,21.066855,70.14905,Bypass Road,Rural Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Head-On,Junction/Intersection,Rainy,Daylight,Moderate,Signal Jumping,2022-07-06,2022,7,1,Wednesday,Jul,0,0,0,Night,-1
ACC00879,Bhavnagar,Sihor PS,2023-05-10 15:46:00,22.512814,70.785376,SH-41,Rural Road,Minor,1,0,0,2,0,0,0,0,0,0,Side Impact,Unknown,Hazy,Night - No Street Light,Moderate,Unknown,2023-05-10,2023,5,15,Wednesday,May,1,0,2,Afternoon,5
ACC00880,Bharuch,Ankleshwar PS,2023-07-25 12:39:00,24.68893,71.399442,Airport Road,National Highway,Minor,3,0,0,1,0,0,0,0,0,1,Head-On,Flyover,Rainy,Dawn/Dusk,Good,Mobile Phone Use,2023-07-25,2023,7,12,Tuesday,Jul,1,0,2,Afternoon,-1
ACC00881,Anand,Vallabh Vidyanagar PS,2021-10-08 10:35:00,23.823202,68.467726,SH-20,District Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Speed Breaker,Cloudy,Dawn/Dusk,Unknown,Mobile Phone Use,2021-10-08,2021,10,10,Friday,Oct,0,0,0,Morning,-1
ACC00882,Vadodara,Fatehgunj PS,2023-10-07 22:21:00,24.622508,69.861567,City Road,National Highway,Minor,2,0,0,2,0,0,2,0,0,0,Side Impact,Bridge,Foggy,Night - No Street Light,Poor,Signal Jumping,2023-10-07,2023,10,22,Saturday,Oct,1,0,4,Night,-1
ACC00883,Ahmedabad,Bodakdev PS,2022-11-12 00:08:00,20.128785,69.082442,SH-14,National Highway,Grievous,2,0,1,2,0,1,1,0,0,0,Side Impact,Speed Breaker,Unknown,Night - Street Light On,Good,Wrong Side Driving,2022-11-12,2022,11,0,Saturday,Nov,2,0,5,Night,107
ACC00884,Surat,Varachha PS,2022-11-28 15:02:00,23.013722,72.750377,City Road,Urban Road,Minor,0,0,0,1,0,0,1,0,0,0,Head-On,Junction/Intersection,Hazy,Dawn/Dusk,Unknown,Unknown,2022-11-28,2022,11,15,Monday,Nov,1,0,2,Afternoon,-1
ACC00885,Anand,Borsad PS,2024-07-29 14:46:00,23.05847,68.140102,SH-20,State Highway,Grievous,2,0,3,0,0,0,0,0,0,0,Pedestrian Hit,Pothole Area,Unknown,Night - Street Light On,Poor,Mobile Phone Use,2024-07-29,2024,7,14,Monday,Jul,2,0,3,Afternoon,-1
ACC00887,Vadodara,Fatehgunj PS,2024-02-07 14:22:00,20.859272,71.367692,NH-27,Urban Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Single Vehicle,Flyover,Rainy,Night - No Street Light,Unknown,Overloading,2024-02-07,2024,2,14,Wednesday,Feb,0,0,0,Afternoon,0
ACC00888,Gandhinagar,Mansa PS,2024-02-26 20:17:00,21.842984,74.035468,SH-20,Urban Road,Grievous,2,0,1,2,0,0,1,0,1,0,Rear-End,Speed Breaker,Unknown,Dawn/Dusk,Unknown,Unknown,2024-02-26,2024,2,20,Monday,Feb,2,0,5,Evening,-1
ACC00889,Ahmedabad,Bodakdev PS,2021-12-26 02:29:00,21.012277,72.688312,Industrial Road,Urban Road,Minor,2,0,0,3,0,0,2,0,0,0,Single Vehicle,Curve,Clear,Night - No Street Light,Moderate,Signal Jumping,2021-12-26,2021,12,2,Sunday,Dec,1,0,5,Night,68
ACC00890,Anand,Vallabh Vidyanagar PS,2021-07-26 23:27:00,23.123337,72.134252,SH-6,State Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Rollover,Curve,Rainy,Night - No Street Light,Poor,Wrong Side Driving,2021-07-26,2021,7,23,Monday,Jul,0,0,0,Night,-1
ACC00891,Bharuch,Amod PS,2022-09-23 08:26:00,23.434016,72.785058,Bypass Road,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Rear-End,Bridge,Foggy,Night - Street Light On,Good,Unknown,2022-09-23,2022,9,8,Friday,Sep,0,0,0,Morning,77
ACC00892,Gandhinagar,Mansa PS,2024-03-28 15:39:00,20.635803,71.902727,SH-41,District Road,Minor,2,0,0,1,0,0,1,0,0,0,Pedestrian Hit,Straight Road,Rainy,Night - Street Light On,Unknown,Drunk Driving,2024-03-28,2024,3,15,Thursday,Mar,1,0,2,Afternoon,10
ACC00893,Bhavnagar,Palitana PS,2023-12-16 15:46:00,22.355506,70.159324,Industrial Road,Urban Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Rollover,Speed Breaker,Rainy,Night - Street Light On,Moderate,Over Speeding,2023-12-16,2023,12,15,Saturday,Dec,0,0,0,Afternoon,-1
ACC00894,Vadodara,Waghodiya PS,2023-03-25 23:50:00,20.349737,68.33724,NH-48,District Road,Minor,2,0,0,3,0,0,2,0,0,1,Side Impact,Bridge,Hazy,Dawn/Dusk,Unknown,No Helmet,2023-03-25,2023,3,23,Saturday,Mar,1,0,6,Night,100
ACC00895,Junagadh,Veraval PS,2022-01-14 07:40:00,24.351792,73.912049,NH-8,National Highway,Minor,4,0,0,3,0,0,0,0,0,1,Pedestrian Hit,Curve,Clear,Night - No Street Light,Poor,Wrong Side Driving,2022-01-14,2022,1,7,Friday,Jan,1,0,4,Morning,91
ACC00896,Ahmedabad,Bodakdev PS,2021-05-17 11:53:00,24.488833,71.694252,SH-41,National Highway,Minor,1,0,0,1,0,0,1,0,0,0,Head-On,Unknown,Rainy,Night - Street Light On,Poor,Unknown,2021-05-17,2021,5,11,Monday,May,1,0,2,Morning,18
ACC00897,Mehsana,Visnagar PS,2024-08-31 23:32:00,22.915569,68.130949,Ring Road,District Road,Minor,1,0,0,1,0,0,1,0,0,0,Hit & Run,Pothole Area,Hazy,Dawn/Dusk,Good,Unknown,2024-08-31,2024,8,23,Saturday,Aug,1,0,2,Night,-1
ACC00898,Vadodara,Fatehgunj PS,2021-08-25 06:10:00,23.259215,71.000172,Bypass Road,National Highway,Fatal,4,1,0,0,0,2,0,0,1,0,Pedestrian Hit,Straight Road,Clear,Daylight,Good,Drunk Driving,2021-08-25,2021,8,6,Wednesday,Aug,3,1,3,Morning,9
ACC00899,Vadodara,Waghodiya PS,2024-09-17 23:59:00,22.11313,73.930543,Expressway,Urban Road,Fatal,3,0,1,0,2,2,2,0,0,1,Single Vehicle,Junction/Intersection,Hazy,Night - Street Light On,Unknown,No Seatbelt,2024-09-17,2024,9,23,Tuesday,Sep,3,2,6,Night,49
ACC00900,Vadodara,Waghodiya PS,2021-12-27 03:05:00,23.73325,72.039695,NH-53,National Highway,Fatal,0,1,2,0,0,1,1,0,0,1,Side Impact,Speed Breaker,Unknown,Night - No Street Light,Moderate,Signal Jumping,2021-12-27,2021,12,3,Monday,Dec,3,1,5,Night,-1
ACC00901,Surat,Katargam PS,2024-09-27 18:38:00,23.684407,73.28801,NH-8,Rural Road,Minor,4,0,0,2,0,0,2,0,0,1,Head-On,Bridge,Clear,Night - Street Light On,Poor,Wrong Side Driving,2024-09-27,2024,9,18,Friday,Sep,1,0,5,Evening,29
ACC00902,Junagadh,Veraval PS,2023-03-05 09:48:00,21.075258,74.03153,Expressway,State Highway,Grievous,3,0,1,2,0,0,1,0,1,1,Pedestrian Hit,Curve,Cloudy,Daylight,Unknown,Drunk Driving,2023-03-05,2023,3,9,Sunday,Mar,2,0,6,Morning,-1
ACC00903,Surat,Katargam PS,2024-05-11 19:03:00,23.419118,70.785053,Industrial Road,State Highway,Minor,3,0,0,2,0,0,0,0,0,0,Head-On,Curve,Rainy,Night - No Street Light,Good,No Helmet,2024-05-11,2024,5,19,Saturday,May,1,0,2,Evening,9
ACC00904,Rajkot,Kalavad Road PS,2021-03-08 07:03:00,22.934231,70.654902,Bypass Road,Urban Road,Grievous,1,0,2,1,0,2,2,0,1,1,Rollover,Pothole Area,Cloudy,Night - No Street Light,Unknown,Mobile Phone Use,2021-03-08,2021,3,7,Monday,Mar,2,0,9,Morning,9
ACC00905,Gandhinagar,Kalol PS,2021-12-20 07:16:00,20.589555,69.681927,Ring Road,National Highway,Fatal,2,0,0,0,2,1,1,1,0,1,Head-On,Speed Breaker,Clear,Daylight,Good,Over Speeding,2021-12-20,2021,12,7,Monday,Dec,3,3,3,Morning,95
ACC00906,Mehsana,Unjha PS,2023-05-18 16:02:00,22.477519,72.322225,Bypass Road,Urban Road,Minor,4,0,0,1,0,0,0,0,0,0,Head-On,Straight Road,Unknown,Daylight,Poor,Over Speeding,2023-05-18,2023,5,16,Thursday,May,1,0,1,Afternoon,35
ACC00907,Anand,Borsad PS,2021-07-28 07:03:00,21.154269,68.40113,SH-41,State Highway,Fatal,0,1,0,0,0,1,2,0,1,0,Side Impact,Speed Breaker,Foggy,Dawn/Dusk,Poor,Wrong Side Driving,2021-07-28,2021,7,7,Wednesday,Jul,3,1,4,Morning,20
ACC00908,Junagadh,Manavadar PS,2024-10-17 11:28:00,22.075631,68.287009,NH-27,National Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Rollover,Unknown,Rainy,Night - Street Light On,Unknown,Signal Jumping,2024-10-17,2024,10,11,Thursday,Oct,0,0,0,Morning,25
