Accident_ID,District,Police_Station,Accident_DateTime,Latitude,Longitude,Road_Name,Road_Classification,Severity,No_of_Vehicles,Drivers_Killed,Drivers_Grievous_Injury,Drivers_Minor_Injury,Passengers_Killed,Passengers_Grievous_Injury,Passengers_Minor_Injury,Pedestrians_Killed,Pedestrians_Grievous_Injury,Pedestrians_Minor_Injury,Collision_Type,Collision_Feature,Weather_Condition,Light_Condition,Visibility,Traffic_Violation,Date,Year,Month,Hour,DayOfWeek,Month_Name,Severity_Score,Total_Killed,Total_Injured,Time_Category
ACC00720,Ahmedabad,Maninagar PS,2024-07-22 10:18:00,24.464304,71.897719,NH-8,State Highway,Minor,3,0,0,1,0,0,2,0,0,1,Hit & Run,Unknown,Hazy,Dawn/Dusk,Moderate,No Helmet,2024-07-22,2024,7,10,Monday,Jul,1,0,4,Morning
ACC00721,Junagadh,Junagadh City PS,2023-09-30 10:57:00,23.087264,69.757614,Ring Road,Rural Road,Fatal,0,0,1,0,2,0,1,0,1,1,Side Impact,Unknown,Unknown,Dawn/Dusk,Good,No Helmet,2023-09-30,2023,9,10,Saturday,Sep,3,2,4,Morning
ACC00722,Anand,Anand City PS,2024-11-24 21:17:00,21.643921,73.477848,NH-8,Urban Road,Minor,2,0,0,2,0,0,1,0,0,1,Hit & Run,Junction/Intersection,Rainy,Night - No Street Light,Poor,Unknown,2024-11-24,2024,11,21,Sunday,Nov,1,0,4,Evening
ACC00724,Surat,Varachha PS,2024-06-18 02:09:00,24.541964,72.075318,SH-20,Urban Road,Damage Only,0,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Speed Breaker,Clear,Daylight,Moderate,Wrong Side Driving,2024-06-18,2024,6,2,Tuesday,Jun,0,0,0,Night
ACC00726,Mehsana,Unjha PS,2023-11-06 00:05:00,21.009514,71.51459,SH-6,District Road,Minor,2,0,0,1,0,0,1,0,0,1,Single Vehicle,Flyover,Clear,Night - Street Light On,Moderate,No Helmet,2023-11-06,2023,11,0,Monday,Nov,1,0,3,Night
ACC00727,Bhavnagar,Palitana PS,2023-11-04 20:18:00,21.254369,69.616855,NH-48,Urban Road,Minor,1,0,0,1,0,0,1,0,0,0,Single Vehicle,Pothole Area,Foggy,Night - No Street Light,Moderate,Drunk Driving,2023-11-04,2023,11,20,Saturday,Nov,1,0,2,Evening
ACC00730,Mehsana,Unjha PS,2021-10-18 23:48:00,24.468317,73.066071,Ring Road,State Highway,Minor,2,0,0,1,0,0,2,0,0,0,Pedestrian Hit,Bridge,Foggy,Daylight,Unknown,Unknown,2021-10-18,2021,10,23,Monday,Oct,1,0,3,Night
ACC00731,Rajkot,Rajkot Central PS,2021-02-03 12:30:00,21.65165,70.571061,SH-14,State Highway,Minor,4,0,0,2,0,0,1,0,0,0,Pedestrian Hit,Speed Breaker,Foggy,Night - Street Light On,Moderate,Overloading,2021-02-03,2021,2,12,Wednesday,Feb,1,0,3,Afternoon
ACC00733,Bhavnagar,Palitana PS,2024-06-06 03:38:00,21.396727,73.184883,SH-41,Rural Road,Fatal,4,0,0,0,0,1,2,1,1,1,Rear-End,Bridge,Clear,Daylight,Unknown,No Helmet,2024-06-06,2024,6,3,Thursday,Jun,3,1,5,Night
ACC00734,Bhavnagar,Talaja PS,2024-12-01 06:57:00,21.580431,74.218155,SH-6,Rural Road,Minor,3,0,0,3,0,0,0,0,0,1,Single Vehicle,Curve,Rainy,Dawn/Dusk,Unknown,Over Speeding,2024-12-01,2024,12,6,Sunday,Dec,1,0,4,Morning
ACC00735,Vadodara,Gotri PS,2022-10-21 02:33:00,22.871959,74.137118,SH-14,Urban Road,Minor,1,0,0,2,0,0,0,0,0,0,Head-On,Flyover,Rainy,Night - No Street Light,Moderate,No Helmet,2022-10-21,2022,10,2,Friday,Oct,1,0,2,Night
ACC00736,Surat,Varachha PS,2022-12-31 19:30:00,23.704948,71.153596,SH-20,District Road,Minor,1,0,0,3,0,0,0,0,0,1,Rollover,Curve,Unknown,Night - Street Light On,Good,Mobile Phone Use,2022-12-31,2022,12,19,Saturday,Dec,1,0,4,Evening
ACC00737,Rajkot,Kalawad PS,2023-05-17 22:52:00,21.471614,69.965451,NH-48,Urban Road,Minor,4,0,0,3,0,0,1,0,0,0,Single Vehicle,Bridge,Clear,Night - No Street Light,Unknown,Signal Jumping,2023-05-17,2023,5,22,Wednesday,May,1,0,4,Night
ACC00738,Bhavnagar,Palitana PS,2022-10-06 03:59:00,21.369367,70.956001,NH-53,State Highway,Minor,4,0,0,2,0,0,0,0,0,1,Rollover,Straight Road,Clear,Daylight,Poor,Unknown,2022-10-06,2022,10,3,Thursday,Oct,1,0,3,Night
ACC00739,Anand,Petlad PS,2021-02-22 20:27:00,21.919473,73.367262,NH-48,Urban Road,Minor,4,0,0,1,0,0,0,0,0,0,Single Vehicle,Speed Breaker,Hazy,Daylight,Good,Signal Jumping,2021-02-22,2021,2,20,Monday,Feb,1,0,1,Evening
ACC00740,Vadodara,Sayajigunj PS,2023-12-07 05:45:00,23.571434,70.230396,Ring Road,Urban Road,Minor,4,0,0,3,0,0,0,0,0,0,Side Impact,Bridge,Cloudy,Daylight,Unknown,Unknown,2023-12-07,2023,12,5,Thursday,Dec,1,0,3,Night
ACC00741,Rajkot,Kalawad PS,2021-11-22 03:48:00,21.299472,72.161979,Airport Road,Urban Road,Fatal,1,1,2,0,0,1,1,0,1,1,Head-On,Flyover,Unknown,Night - Street Light On,Unknown,Over Speeding,2021-11-22,2021,11,3,Monday,Nov,3,1,6,Night
ACC00744,Rajkot,Mavdi PS,2024-03-13 23:47:00,23.272849,71.837526,SH-14,State Highway,Minor,1,0,0,2,0,0,0,0,0,0,Side Impact,Pothole Area,Unknown,Night - Street Light On,Poor,Wrong Side Driving,2024-03-13,2024,3,23,Wednesday,Mar,1,0,2,Night
ACC00745,Vadodara,Waghodiya PS,2022-02-27 15:46:00,21.60585,71.891422,NH-53,State Highway,Minor,1,0,0,1,0,0,0,0,0,0,Hit & Run,Speed Breaker,Foggy,Night - Street Light On,Good,Unknown,2022-02-27,2022,2,15,Sunday,Feb,1,0,1,Afternoon
ACC00751,Gandhinagar,Sector 7 PS,2024-10-09 15:43:00,21.757513,71.893557,NH-53,District Road,Minor,3,0,0,3,0,0,2,0,0,0,Side Impact,Pothole Area,Cloudy,Dawn/Dusk,Moderate,Over Speeding,2024-10-09,2024,10,15,Wednesday,Oct,1,0,5,Afternoon
ACC00752,Bhavnagar,Talaja PS,2024-01-12 20:53:00,24.01505,74.256561,NH-8,National Highway,Grievous,1,0,1,2,0,0,2,0,0,1,Rear-End,Bridge,Clear,Dawn/Dusk,Good,Unknown,2024-01-12,2024,1,20,Friday,Jan,2,0,6,Evening
ACC00753,Rajkot,Kalavad Road PS,2023-09-29 03:20:00,23.7658,70.588251,City Road,State Highway,Grievous,4,0,3,0,0,2,0,0,0,0,Pedestrian Hit,Speed Breaker,Foggy,Dawn/Dusk,Good,Wrong Side Driving,2023-09-29,2023,9,3,Friday,Sep,2,0,5,Night
ACC00754,Mehsana,Unjha PS,2021-05-28 22:19:00,21.968151,71.514391,NH-27,District Road,Minor,2,0,0,3,0,0,0,0,0,0,Pedestrian Hit,Straight Road,Clear,Night - No Street Light,Good,Wrong Side Driving,2021-05-28,2021,5,22,Friday,May,1,0,3,Night
ACC00757,Gandhinagar,Dehgam PS,2021-07-08 02:15:00,23.391799,70.964523,Expressway,Rural Road,Fatal,4,0,0,0,2,0,2,1,1,0,Side Impact,Bridge,Clear,Night - No Street Light,Poor,Unknown,2021-07-08,2021,7,2,Thursday,Jul,3,3,3,Night
ACC00758,Ahmedabad,Bapunagar PS,2022-01-07 14:17:00,21.885619,72.218325,NH-48,National Highway,Fatal,3,0,1,1,0,2,0,1,0,0,Side Impact,Pothole Area,Hazy,Dawn/Dusk,Moderate,Overloading,2022-01-07,2022,1,14,Friday,Jan,3,1,4,Afternoon
ACC00760,Ahmedabad,Maninagar PS,2021-10-13 04:47:00,22.883947,71.225718,NH-8,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Pothole Area,Hazy,Night - No Street Light,Good,No Seatbelt,2021-10-13,2021,10,4,Wednesday,Oct,0,0,0,Night
ACC00762,Bhavnagar,Sihor PS,2024-09-23 06:28:00,22.611227,71.110642,NH-8,State Highway,Fatal,2,1,1,0,0,2,0,1,0,0,Single Vehicle,Bridge,Clear,Daylight,Moderate,Wrong Side Driving,2024-09-23,2024,9,6,Monday,Sep,3,2,3,Morning
ACC00763,Junagadh,Veraval PS,2024-04-14 16:00:00,23.832724,69.63516,Bypass Road,District Road,Grievous,1,0,2,0,0,2,2,0,0,0,Pedestrian Hit,Pothole Area,Cloudy,Dawn/Dusk,Unknown,Wrong Side Driving,2024-04-14,2024,4,16,Sunday,Apr,2,0,6,Afternoon
ACC00764,Vadodara,Gotri PS,2021-10-25 02:30:00,24.641864,69.656527,NH-8,State Highway,Grievous,4,0,2,0,0,0,1,0,1,0,Hit & Run,Junction/Intersection,Rainy,Night - No Street Light,Unknown,Over Speeding,2021-10-25,2021,10,2,Monday,Oct,2,0,4,Night
ACC00765,Anand,Borsad PS,2024-05-26 07:47:00,22.305083,71.310148,Ring Road,Urban Road,Minor,1,0,0,2,0,0,2,0,0,0,Single Vehicle,Pothole Area,Rainy,Night - Street Light On,Poor,Overloading,2024-05-26,2024,5,7,Sunday,May,1,0,4,Morning
ACC00766,Anand,Anand City PS,2024-02-25 02:45:00,20.769593,70.427983,Ring Road,State Highway,Minor,4,0,0,3,0,0,1,0,0,1,Side Impact,Flyover,Foggy,Night - No Street Light,Poor,Mobile Phone Use,2024-02-25,2024,2,2,Sunday,Feb,1,0,5,Night
ACC00768,Bharuch,Ankleshwar PS,2024-03-05 06:22:00,20.982494,72.359431,SH-14,State Highway,Fatal,2,2,0,1,2,2,1,1,0,0,Side Impact,Pothole Area,Unknown,Night - Street Light On,Moderate,Mobile Phone Use,2024-03-05,2024,3,6,Tuesday,Mar,3,5,4,Morning
ACC00769,Gandhinagar,Sector 7 PS,2022-02-26 19:50:00,21.651912,73.200338,SH-20,National Highway,Minor,3,0,0,3,0,0,0,0,0,1,Rear-End,Pothole Area,Foggy,Dawn/Dusk,Poor,Signal Jumping,2022-02-26,2022,2,19,Saturday,Feb,1,0,4,Evening
ACC00770,Ahmedabad,Bodakdev PS,2024-02-02 12:00:00,23.835159,71.21885,Airport Road,National Highway,Minor,1,0,0,2,0,0,2,0,0,1,Rollover,Speed Breaker,Hazy,Dawn/Dusk,Moderate,Mobile Phone Use,2024-02-02,2024,2,12,Friday,Feb,1,0,5,Afternoon
ACC00771,Bhavnagar,Bhavnagar City PS,2023-09-03 13:24:00,20.742746,72.888784,NH-48,Urban Road,Fatal,4,1,0,0,0,2,1,0,1,1,Head-On,Junction/Intersection,Clear,Night - No Street Light,Moderate,Drunk Driving,2023-09-03,2023,9,13,Sunday,Sep,3,1,5,Afternoon
ACC00772,Anand,Vallabh Vidyanagar PS,2022-04-18 07:39:00,23.557942,70.327374,SH-6,District Road,Grievous,4,0,3,0,0,0,2,0,0,0,Rear-End,Unknown,Hazy,Night - No Street Light,Moderate,Signal Jumping,2022-04-18,2022,4,7,Monday,Apr,2,0,5,Morning
ACC00773,Bhavnagar,Mahuva PS,2022-07-07 15:07:00,23.988758,70.994892,NH-53,Rural Road,Minor,3,0,0,2,0,0,2,0,0,1,Rear-End,Junction/Intersection,Clear,Daylight,Moderate,Unknown,2022-07-07,2022,7,15,Thursday,Jul,1,0,5,Afternoon
ACC00774,Mehsana,Unjha PS,2022-04-21 03:54:00,23.377155,72.756736,Ring Road,Urban Road,Minor,4,0,0,2,0,0,2,0,0,1,Pedestrian Hit,Bridge,Clear,Night - No Street Light,Moderate,Unknown,2022-04-21,2022,4,3,Thursday,Apr,1,0,5,Night
ACC00776,Gandhinagar,Sector 7 PS,2022-08-19 07:24:00,22.26068,73.992173,SH-6,Rural Road,Minor,3,0,0,2,0,0,1,0,0,0,Single Vehicle,Bridge,Unknown,Daylight,Unknown,Unknown,2022-08-19,2022,8,7,Friday,Aug,1,0,3,Morning
ACC00777,Mehsana,Kadi PS,2023-07-02 13:05:00,21.701858,73.843071,SH-14,Urban Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Hit & Run,Curve,Hazy,Night - Street Light On,Good,No Seatbelt,2023-07-02,2023,7,13,Sunday,Jul,0,0,0,Afternoon
ACC00778,Surat,Katargam PS,2021-07-04 22:58:00,22.93107,69.677464,Airport Road,State Highway,Grievous,2,0,2,1,0,2,0,0,0,0,Side Impact,Junction/Intersection,Rainy,Dawn/Dusk,Poor,Signal Jumping,2021-07-04,2021,7,22,Sunday,Jul,2,0,5,Night
ACC00779,Ahmedabad,Bapunagar PS,2021-04-17 18:41:00,24.110408,72.768898,SH-14,District Road,Minor,1,0,0,1,0,0,0,0,0,1,Rollover,Bridge,Rainy,Night - Street Light On,Good,Wrong Side Driving,2021-04-17,2021,4,18,Saturday,Apr,1,0,2,Evening
ACC00780,Vadodara,Gotri PS,2021-09-12 14:35:00,23.426759,73.972546,SH-6,Urban Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Unknown,Rainy,Night - No Street Light,Good,Unknown,2021-09-12,2021,9,14,Sunday,Sep,0,0,0,Afternoon
ACC00781,Anand,Vallabh Vidyanagar PS,2021-12-09 01:30:00,20.708539,73.355963,Industrial Road,State Highway,Grievous,0,0,3,2,0,0,0,0,0,1,Pedestrian Hit,Curve,Cloudy,Night - Street Light On,Good,Wrong Side Driving,2021-12-09,2021,12,1,Thursday,Dec,2,0,6,Night
ACC00782,Surat,Varachha PS,2023-08-02 16:51:00,23.569589,72.67528,Airport Road,Urban Road,Grievous,4,0,3,0,0,0,1,0,0,0,Hit & Run,Speed Breaker,Foggy,Dawn/Dusk,Poor,Unknown,2023-08-02,2023,8,16,Wednesday,Aug,2,0,4,Afternoon
ACC00783,Ahmedabad,Bapunagar PS,2023-01-23 09:07:00,21.9971,70.453828,SH-20,Urban Road,Minor,2,0,0,3,0,0,1,0,0,1,Hit & Run,Straight Road,Rainy,Dawn/Dusk,Moderate,Overloading,2023-01-23,2023,1,9,Monday,Jan,1,0,5,Morning
ACC00784,Rajkot,Mavdi PS,2021-02-03 07:57:00,22.339169,71.03079,SH-6,Urban Road,Fatal,3,0,2,1,1,0,1,1,1,1,Hit & Run,Straight Road,Rainy,Night - Street Light On,Good,Mobile Phone Use,2021-02-03,2021,2,7,Wednesday,Feb,3,2,6,Morning
ACC00785,Junagadh,Manavadar PS,2023-09-05 01:59:00,23.997003,70.18815,SH-14,District Road,Minor,2,0,0,3,0,0,2,0,0,1,Rollover,Straight Road,Rainy,Night - No Street Light,Good,Over Speeding,2023-09-05,2023,9,1,Tuesday,Sep,1,0,6,Night
ACC00786,Surat,Adajan PS,2023-04-07 10:51:00,21.695858,70.418195,NH-8,District Road,Grievous,1,0,0,0,0,2,0,0,1,1,Rollover,Bridge,Cloudy,Dawn/Dusk,Good,Unknown,2023-04-07,2023,4,10,Friday,Apr,2,0,4,Morning
ACC00787,Vadodara,Fatehgunj PS,2022-02-07 02:39:00,21.914237,70.008335,NH-53,Urban Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Rear-End,Curve,Cloudy,Night - Street Light On,Unknown,Unknown,2022-02-07,2022,2,2,Monday,Feb,0,0,0,Night
ACC00789,Rajkot,Rajkot Central PS,2023-06-08 15:17:00,22.440641,72.662944,Ring Road,National Highway,Minor,2,0,0,1,0,0,0,0,0,1,Head-On,Junction/Intersection,Foggy,Daylight,Moderate,Unknown,2023-06-08,2023,6,15,Thursday,Jun,1,0,2,Afternoon
ACC00790,Vadodara,Sayajigunj PS,2024-11-29 17:32:00,23.515608,70.186643,NH-27,District Road,Minor,4,0,0,2,0,0,1,0,0,0,Rear-End,Bridge,Unknown,Daylight,Poor,Over Speeding,2024-11-29,2024,11,17,Friday,Nov,1,0,3,Afternoon
ACC00791,Anand,Borsad PS,2021-03-04 10:23:00,21.184139,71.198723,Ring Road,State Highway,Grievous,2,0,1,1,0,1,2,0,0,1,Rollover,Bridge,Rainy,Night - No Street Light,Moderate,Unknown,2021-03-04,2021,3,10,Thursday,Mar,2,0,6,Morning
ACC00792,Ahmedabad,Naranpura PS,2021-06-18 23:00:00,22.071296,73.986558,NH-8,District Road,Minor,1,0,0,1,0,0,1,0,0,1,Pedestrian Hit,Curve,Clear,Daylight,Unknown,Signal Jumping,2021-06-18,2021,6,23,Friday,Jun,1,0,3,Night
ACC00793,Bharuch,Amod PS,2021-06-29 01:10:00,21.618652,71.77204,NH-48,Rural Road,Fatal,0,1,2,0,2,0,0,1,1,0,Rollover,Unknown,Rainy,Night - Street Light On,Unknown,Overloading,2021-06-29,2021,6,1,Tuesday,Jun,3,4,3,Night
ACC00796,Bhavnagar,Sihor PS,2023-09-14 13:26:00,23.063831,71.578357,Industrial Road,Urban Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Side Impact,Curve,Cloudy,Daylight,Poor,Signal Jumping,2023-09-14,2023,9,13,Thursday,Sep,0,0,0,Afternoon
ACC00797,Rajkot,Kalavad Road PS,2021-05-16 01:02:00,23.796686,73.218868,Bypass Road,National Highway,Fatal,3,2,2,1,2,0,0,1,0,0,Single Vehicle,Flyover,Unknown,Night - No Street Light,Unknown,Signal Jumping,2021-05-16,2021,5,1,Sunday,May,3,5,3,Night
ACC00798,Gandhinagar,Kalol PS,2021-07-10 15:56:00,20.781572,69.612147,Industrial Road,Urban Road,Minor,1,0,0,3,0,0,1,0,0,1,Hit & Run,Curve,Unknown,Night - Street Light On,Unknown,Over Speeding,2021-07-10,2021,7,15,Saturday,Jul,1,0,5,Afternoon
ACC00800,Surat,Varachha PS,2022-11-13 00:26:00,24.539394,73.326182,Ring Road,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Hit & Run,Speed Breaker,Hazy,Night - Street Light On,Poor,Unknown,2022-11-13,2022,11,0,Sunday,Nov,0,0,0,Night
ACC00801,Mehsana,Visnagar PS,2022-09-07 20:54:00,21.155575,69.701094,SH-14,National Highway,Grievous,1,0,1,1,0,1,0,0,0,1,Head-On,Straight Road,Rainy,Dawn/Dusk,Moderate,No Seatbelt,2022-09-07,2022,9,20,Wednesday,Sep,2,0,4,Evening
ACC00802,Junagadh,Veraval PS,2024-05-14 21:03:00,22.768811,71.579863,NH-8,State Highway,Grievous,2,0,3,0,0,0,0,0,0,1,Head-On,Bridge,Hazy,Night - No Street Light,Moderate,Unknown,2024-05-14,2024,5,21,Tuesday,May,2,0,4,Evening
ACC00803,Mehsana,Mehsana City PS,2021-07-23 04:59:00,21.287689,72.332408,Ring Road,National Highway,Minor,3,0,0,2,0,0,2,0,0,0,Rear-End,Curve,Unknown,Night - Street Light On,Poor,Drunk Driving,2021-07-23,2021,7,4,Friday,Jul,1,0,4,Night
ACC00804,Ahmedabad,Maninagar PS,2021-09-06 00:15:00,23.643561,69.801322,NH-53,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Head-On,Junction/Intersection,Clear,Dawn/Dusk,Good,Overloading,2021-09-06,2021,9,0,Monday,Sep,0,0,0,Night
ACC00805,Ahmedabad,Chandkheda PS,2021-07-08 11:11:00,20.970781,72.669486,Industrial Road,State Highway,Minor,3,0,0,1,0,0,2,0,0,0,Pedestrian Hit,Flyover,Clear,Daylight,Moderate,Signal Jumping,2021-07-08,2021,7,11,Thursday,Jul,1,0,3,Morning
ACC00806,Mehsana,Visnagar PS,2021-03-03 10:54:00,23.581079,71.328244,NH-8,Urban Road,Minor,4,0,0,3,0,0,1,0,0,1,Hit & Run,Curve,Hazy,Dawn/Dusk,Good,Wrong Side Driving,2021-03-03,2021,3,10,Wednesday,Mar,1,0,5,Morning
ACC00808,Mehsana,Kadi PS,2024-02-08 17:46:00,20.650864,73.052721,City Road,State Highway,Minor,1,0,0,2,0,0,2,0,0,0,Side Impact,Speed Breaker,Cloudy,Night - No Street Light,Good,Drunk Driving,2024-02-08,2024,2,17,Thursday,Feb,1,0,4,Afternoon
ACC00809,Gandhinagar,Kalol PS,2021-11-10 08:21:00,24.614027,70.391847,Bypass Road,Rural Road,Minor,2,0,0,3,0,0,0,0,0,0,Side Impact,Bridge,Clear,Daylight,Poor,No Helmet,2021-11-10,2021,11,8,Wednesday,Nov,1,0,3,Morning
ACC00810,Junagadh,Manavadar PS,2024-05-12 03:23:00,24.58334,70.105364,NH-27,District Road,Minor,3,0,0,3,0,0,2,0,0,0,Rear-End,Speed Breaker,Clear,Night - Street Light On,Good,Mobile Phone Use,2024-05-12,2024,5,3,Sunday,May,1,0,5,Night
ACC00811,Junagadh,Manavadar PS,2024-11-15 17:19:00,23.126339,70.642994,NH-48,District Road,Fatal,2,1,1,0,0,1,0,0,1,1,Side Impact,Bridge,Clear,Night - No Street Light,Poor,Over Speeding,2024-11-15,2024,11,17,Friday,Nov,3,1,4,Afternoon
ACC00812,Junagadh,Junagadh City PS,2022-06-26 05:37:00,24.217113,70.204596,NH-53,District Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Single Vehicle,Pothole Area,Clear,Daylight,Unknown,Wrong Side Driving,2022-06-26,2022,6,5,Sunday,Jun,0,0,0,Night
ACC00813,Vadodara,Gotri PS,2022-05-04 13:00:00,24.125335,72.698063,SH-41,National Highway,Minor,4,0,0,1,0,0,2,0,0,1,Rear-End,Curve,Clear,Dawn/Dusk,Moderate,Unknown,2022-05-04,2022,5,13,Wednesday,May,1,0,4,Afternoon
ACC00814,Bharuch,Ankleshwar PS,2023-04-09 18:26:00,21.423249,73.493682,NH-27,State Highway,Minor,4,0,0,3,0,0,0,0,0,1,Single Vehicle,Pothole Area,Hazy,Dawn/Dusk,Good,Drunk Driving,2023-04-09,2023,4,18,Sunday,Apr,1,0,4,Evening
ACC00816,Rajkot,Rajkot Central PS,2024-11-26 00:26:00,21.049134,72.66318,NH-8,Urban Road,Grievous,2,0,1,2,0,1,0,0,0,1,Head-On,Junction/Intersection,Cloudy,Dawn/Dusk,Poor,Overloading,2024-11-26,2024,11,0,Tuesday,Nov,2,0,5,Night
ACC00819,Mehsana,Kadi PS,2022-03-25 17:32:00,20.765584,70.436255,SH-14,State Highway,Grievous,0,0,1,2,0,1,0,0,0,1,Single Vehicle,Flyover,Unknown,Night - No Street Light,Unknown,Over Speeding,2022-03-25,2022,3,17,Friday,Mar,2,0,5,Afternoon
ACC00821,Rajkot,Mavdi PS,2021-08-11 23:19:00,22.054304,69.813232,SH-6,District Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Flyover,Hazy,Night - No Street Light,Good,No Seatbelt,2021-08-11,2021,8,23,Wednesday,Aug,0,0,0,Night
ACC00822,Bhavnagar,Sihor PS,2022-05-17 10:02:00,21.741651,71.454662,Bypass Road,District Road,Minor,2,0,0,1,0,0,1,0,0,0,Rear-End,Speed Breaker,Clear,Daylight,Good,Unknown,2022-05-17,2022,5,10,Tuesday,May,1,0,2,Morning
ACC00823,Rajkot,Kalawad PS,2023-04-25 17:47:00,23.232419,70.880071,NH-53,National Highway,Minor,1,0,0,3,0,0,1,0,0,0,Rear-End,Curve,Foggy,Daylight,Good,Mobile Phone Use,2023-04-25,2023,4,17,Tuesday,Apr,1,0,4,Afternoon
ACC00824,Gandhinagar,Dehgam PS,2023-07-11 06:05:00,21.188864,73.17412,NH-8,National Highway,Damage Only,0,0,0,0,0,0,0,0,0,0,Rollover,Pothole Area,Rainy,Daylight,Unknown,Mobile Phone Use,2023-07-11,2023,7,6,Tuesday,Jul,0,0,0,Morning
ACC00828,Junagadh,Manavadar PS,2024-10-18 16:57:00,24.235285,74.301767,Bypass Road,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Rear-End,Speed Breaker,Hazy,Night - Street Light On,Unknown,No Seatbelt,2024-10-18,2024,10,16,Friday,Oct,0,0,0,Afternoon
ACC00829,Bhavnagar,Palitana PS,2022-07-26 10:16:00,24.36058,73.364429,SH-6,District Road,Grievous,1,0,1,2,0,0,0,0,1,0,Hit & Run,Flyover,Hazy,Dawn/Dusk,Good,Unknown,2022-07-26,2022,7,10,Tuesday,Jul,2,0,4,Morning
ACC00830,Anand,Petlad PS,2024-12-30 23:52:00,22.48259,69.560343,NH-53,State Highway,Minor,1,0,0,2,0,0,2,0,0,0,Rear-End,Speed Breaker,Hazy,Daylight,Moderate,Unknown,2024-12-30,2024,12,23,Monday,Dec,1,0,4,Night
ACC00833,Ahmedabad,Maninagar PS,2023-09-12 03:28:00,22.579544,73.061034,Expressway,Rural Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Rollover,Unknown,Rainy,Night - No Street Light,Poor,No Seatbelt,2023-09-12,2023,9,3,Tuesday,Sep,0,0,0,Night
ACC00834,Junagadh,Veraval PS,2022-08-22 08:10:00,23.838723,71.731226,Bypass Road,State Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Side Impact,Flyover,Clear,Night - Street Light On,Moderate,Mobile Phone Use,2022-08-22,2022,8,8,Monday,Aug,0,0,0,Morning
ACC00836,Junagadh,Keshod PS,2023-04-10 12:36:00,21.999673,71.3236,SH-20,State Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Side Impact,Junction/Intersection,Foggy,Night - Street Light On,Unknown,Over Speeding,2023-04-10,2023,4,12,Monday,Apr,0,0,0,Afternoon
ACC00837,Mehsana,Mehsana City PS,2023-04-13 06:15:00,24.037718,71.993974,NH-8,Urban Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Head-On,Flyover,Unknown,Night - Street Light On,Moderate,Drunk Driving,2023-04-13,2023,4,6,Thursday,Apr,0,0,0,Morning
ACC00838,Gandhinagar,Sector 21 PS,2021-09-08 12:16:00,20.671616,71.434525,NH-48,Urban Road,Grievous,2,0,1,2,0,2,1,0,0,0,Side Impact,Junction/Intersection,Unknown,Night - Street Light On,Unknown,Overloading,2021-09-08,2021,9,12,Wednesday,Sep,2,0,6,Afternoon
ACC00839,Anand,Khambhat PS,2022-05-12 04:43:00,23.304565,69.959452,NH-53,National Highway,Minor,2,0,0,1,0,0,0,0,0,1,Rollover,Pothole Area,Unknown,Night - No Street Light,Unknown,Mobile Phone Use,2022-05-12,2022,5,4,Thursday,May,1,0,2,Night
ACC00840,Vadodara,Waghodiya PS,2023-12-19 13:13:00,24.519559,71.010381,NH-48,National Highway,Minor,3,0,0,1,0,0,0,0,0,1,Pedestrian Hit,Pothole Area,Cloudy,Night - Street Light On,Poor,No Helmet,2023-12-19,2023,12,13,Tuesday,Dec,1,0,2,Afternoon
ACC00841,Rajkot,Kalavad Road PS,2022-11-28 17:43:00,20.981691,72.694252,City Road,State Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Head-On,Junction/Intersection,Cloudy,Night - No Street Light,Poor,Unknown,2022-11-28,2022,11,17,Monday,Nov,0,0,0,Afternoon
ACC00842,Rajkot,Rajkot Central PS,2023-01-25 07:35:00,22.486236,69.835229,Expressway,District Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Rear-End,Flyover,Unknown,Daylight,Poor,Over Speeding,2023-01-25,2023,1,7,Wednesday,Jan,0,0,0,Morning
ACC00844,Ahmedabad,Naranpura PS,2024-12-27 19:29:00,23.417758,71.529581,Industrial Road,Rural Road,Minor,2,0,0,2,0,0,2,0,0,1,Rear-End,Straight Road,Unknown,Night - Street Light On,Unknown,Wrong Side Driving,2024-12-27,2024,12,19,Friday,Dec,1,0,5,Evening
ACC00846,Surat,Udhna PS,2024-04-15 03:21:00,20.615267,71.862339,NH-48,National Highway,Minor,1,0,0,3,0,0,1,0,0,0,Rear-End,Junction/Intersection,Cloudy,Dawn/Dusk,Poor,Mobile Phone Use,2024-04-15,2024,4,3,Monday,Apr,1,0,4,Night
